review,general
remote tv ga,neut
lift mati ac dingin kamar lantai kalo mau naik turun capek sekali,neg
biasa kamar bersih gelap bau serangga banyak nyamuk,neg
cemilan ada padahal nginap sampe hari turut,neg
sen kamar besar kamar beda banyak semut kamar mandi pintu yg gabisa tutup gaada ac cuma kipas kecil bgt ga gerah sih cuma kep aja over all bagus,pos
barang tinggal kmr pd sy check out baru ingat jalan bhw kalung anak tinggal toilet saat tanya tugas housekeeping bersih kamar sy belum bilang tdk lihat jelas ingat leta kamar mandi samping keran wastafel tanya fo mlh kaya saling tutup,neut
kamar rapih cuman air y kecil sama ac y kurang dinggin,neg
layan kurang ramah,neg
sprei sarung bantal handuk perlu ganti shower harus baik,pos
ruang kurang bersih puntung rokok dalam kamar plastik shower ksmar mandi mulai hitam conplimentary item expired,neg
udah jam kamar blm siap satu staff perempuan bawel banget bikin risih,neut
lokasi hotel strategis dekat mall ska kamar terlalu luas cukup bersih kamar mandi sempit hot shower air panas menu breakfast variasi banyak enak wifi bs konek,neg
over all enak nginep sini lokasi strategis jadi kalo mau asa turis jalan kaki mana yg lebih asa turis pas malem mau gi jalan kaki keliling ada proyek bangun gitu hahaha oiya ac nya sempet netes sih gpp lah atas,neut
salah kasih kamar ada handuk gayung airy pack kasur pakai sprei lemari kotor kasur buat tidur bikin sakit dada jadi pindah tempat beri airy pack jam siang lewat not recommended,neg
lumayan sesuai harga kamar mandi yg bau minus ada air mineral sedia kamar,neg
tempat bagus kamar jauh sinyal wifi,pos
kecewa air panas cuma sebentar aja itu bisa gelap cahaya kurang,neg
kamar kotor kemudian remot tv bisa guna kamar mandi kotor,neg
resepsionis ramah kamar nyaman bersih cuma lemari aja yg kotor layan lah,pos
ac kurang dingin,neg
pesan kamar cuman sandal pasang kamar bau,neut
bersih perlu tingkat,neg
ac nya kurang dingin,neg
air kmar mandi nya kuning bau dkmar tidur nya jg kaya bau tai kucing,neg
hotel bagus sih cuma kedapetan kamar acnya panas banget gak dingin,pos
informasi jelas akurat alamt susah cari ada fasilitas antar jemput bndara kamar hotel bersihbocor layan bawah standart tugas aman,neg
layan resepsionist nya lebih tingkat lg tdk ramah jutek hus nya resepsionist beri layan yg baik para tamu tdk request late chekout over all kamar lumayan besar handuk cuma padahal booking org,neg
remot tv bateraiair panas rusakkamar kotortidaka ada bath math beranta follow up deva airy ada respon ulang,neg
kamar mandi kurang bersih,neg
fasilitas cukup baik utk budget segitu resepsionis ramah saja bersih seprai kurang ruang wangi,neg
kamar lumayan bersih meski beberapa debu mas cukup nyaman air hangat ac dingin wifi cepat karyawan sedikit kurang ramah inap beberapa hari harus hari ganti snack mnawarkan handuk baru,neg
kamar sederhana ranjang furniture baik cuma kamar mandi bau,pos
baik sayang air panas nyala,neg
seprai bed covernya bau kamar banyak nyamuk,neut
kamar bau banget,neut
kamar sesuai fotobagus nyaman sayang shower mandi nya ga pake air dingin terlalu panas mungkin rusak lebih nya sangat bagus sip deh,neg
ada kursi dalam kamar salur tv nya banyak yg burem kaya semut kerumun untuk nyaman kamar bagus,neg
suara musik cafe dengar kamar air hangat kadang alir kadang,neg
ac kurang dingin,neg
lumayancocok buat salesman sayang tak air panas wifi,neut
actoilet lantai kurang baik nyamuk kamar,neg
ac ga dingin,neut
ac dingin langgan panas kamar mandi kotor,neg
lokasi namun dapat kamar lantai bawah wifi bisa guna,neg
bersih selimut kurang air panas kadang muncul kadang henti beri nilai,neg
fasilitas kurang karyawan gak ramah gk dpt snack pdhl seharusny dpt alat mandi beda dgn hotel airy yg gk sesuai ac gk dingin kamar gelap,neg
kasur kotor wc aroma sedap ada harum ruang rawat cat tembok kelupas bed cover kotor keran bisa tidak tau kamar selai beda saya harap segera baik apa mesti butuh baik,neg
pintu kamar mandi tdk tutup tvnya tdk remotenya tdk handuk lengkap mandi,neg
ga air panas pas dtg tdk handuk tdk tisue toilet lengkap airy room tdk sedia hrs minta dulu baru antar,neg
untuk spreinya gnti karna byk lubng bekas rokok sediakn kastok baju tunjuk arah kiblat,neut
kondisi kamar mandi hotel nya sebgain alat nya rusak kondisi hotel jendel rusak kebersihanya kurang baik layan resepsionis baik sarap pagi nya cukup baik,neg
bau rokok,neut
nyaman kamar cukup lapang kurang kamar kedap suara jadi suara luar dengar jadi sedikit ganggu resepsionis sering kosong jadi agak sulit bila tanya btw terima kasih airy snack nya,neg
layan ramah kalau tamu tuntun ke kamar masa bayar mere,neg
staff baik ramah air panas kurang panas,neg
kamar nya bagus banget sayang layan nya lama,pos
layan baik bersih kamar baik lengkap tdk sedia thermos utk ait panas atau masak air panas lebih baik,neg
kamar bersih bentuk unik sinyal tv jernih,neg
selimut nya ga sesuai harap kotor banget min banyak semut,neut
snacknya udh g lengkap,neg
baik jaring internet perlu tingkat lampu kamar mandi ruang perlu tingkat air minum kamar baik ukur liter sarung bantal perlu ganti sudah bercak kuning,neg
baik ramah layan desain bangun yg nyaman lemah bersih kamar lantai asa lengket ac lambat capai suhu yg ingin,neg
tampil luar biasa kamar luas bed empuk fasilitas lengkap breakfastnya enak di kamar no pintu belah kanan perlu baik ac kurang dingin shower perlu baik krn bocor shower air panas tdk fungsi,neg
ranjang bantal bau apek,neut
minta khusus tdk penuh banyak nyamuk sarap kurang baik tvnya kabur,neg
kamar bersih ac dingin sarung bantal seprei engga bersih ada noda jadi kurang nyaman minta baru tetap ada noda,neg
kamar baupengapkm kurang bersih,neg
inap airy room selalu kesan staff ramah layan prima kolam renang y yg buat anak betah lama sini utk room bersih nyaman terlalu luas tp jg terlalu sempit masih space ekstra bed kamar mandi luas cm sedikit bau tak sedap wifi room banget over all banget airy room,neg
senang saja kamar mandi lebih toilet flashnya rusak agak kotor jadi benar benar bisa guna deposit k nanti kembali,neg
sangat bgus wifinya saat lgi mati jadi d baik i,pos
kamar luas sprei bantal kurang bersih kmr mandi bau mohon d perhati bersih tempat tidur,neg
banyak komplein dr team kemarin beberapa kamar yg ac kurang dingin sprei agak kotor kalau ada fasilitas air panas yaa yg plus tugas ramah dpt koordinasi dgn baik ada fasilitas mobil golf antar barang kamar yaa moga jadi lebih baik yaa,neg
bersihrrapi layan kurang,neg
kamar bau apek,neut
hotel nuansa interior tradisional lokasi strategis akses bagai moda transportasi mudah dekat mall food court kamar sempit ac berisik mungkin saja jadi kurang,neg
lumayan nyaman cuma ac kurang dingin bersih perlu tingkat,neg
air panas ada,neg
murmer kotor layan ramah lengkap kurang sesuai showernya brekelweee,neg
bentuk hotel klasik cukup bagus kolam renang letak luar hotel utama h h inap dapat air minum snack,neg
pas masuk yang liat bersih ruang lumayan pas mau tidur nyata spreinya kotor ba,neut
ac nya fungsi baik,neg
kamar nyaman pengap tidak bersih,neg
live like home punya ruang tengah buat jamu teman dar santai keluarga sayang dlm kamar dpn tempat tidur ada tv jadi mau tidur tdk sementara sofa ruang tengah cukup orang duduk tpi g bs tidur,neg
dapat snack wifi lot kamar mandi ada gantung baju,neg
ruang kotor air minum gelas ada kopiteh handuk sedia lengkap mandi sedia sedia sarap pagi hotel upa ruko yg sekat bagai kamar kost,neg
handuk tipisdan usang selimut nya cuma satu itu selimut kecil,neut
kamar kecil air sempat mati byk semut di bwh bed byk kotoransampah,neut
lokasi oke dekat supermarket beberapa tempat makan favorit bersih terang kamar perlu tingkat,neg
mungkin mulai fasilitas kamar mandi soal waktu tempat kamar yg pes shower air panas fungsi,neg
kurang muas biasa aja bau kotor handuk,neg
kualiatas airy smakin turun shower rusak acnya ga dingin,neut
bersih kamar kurang jaga dgn baik atur kamar terlalu sesak,neg
bau kamar kurang wangi utama bagi lemari sama wastafel,neg
hotel bersih pegawai ramah kolam renang walaupun kecil tp sangat bersih tp syg sy dtg wifi bisa connect kamar pdhl sy pilih airy krna jamin fasilitas wifi tiap kamar ny,neg
antar tamu kaya tai tamu ditinggalin jalan cepet gak senyum tuh orang tempat besar kasur empuk bersih ac lumayan dingin lemari ada hanger toilet ada shower gun bilas bab air panas fungsi lumayam banget kualitas kamar,neg
wifi bisa hampir hari masa baik bersih tempat tidur kurang seprai lihat kusam noda kurang bersih,neg
fasilitas kotorac dinginpintu kmr mandi bsa d tupkulkas bisa gunakansprei,neg
nyaman layan sigap asa rumah saja soal privasi kurang krn jaga rumah nya sering masuk kamar minta saat tamu ada,neg
layan manajemen hotel sangat sangat buruk jelek,neg
plyanan baik staf ny rmah smua tpi lantai kmr mandi trgenangslebihnya bgus smua,pos
layan di ain handuk buat mandi,neg
awal masuk kamar tv ga fungsi dgn baik trus minta pindah kamar yg tv nya ga masalah kamar baru nya ga prepare dgn baik lantai asa berpasiraroma kamar kurang sedap amenities snack nya ga saat ga satu staff yg care hal sinar matahari yg masuk terik lewat jendela kecil ga ada horden lapis kaca yg me reduce sinar cukup ganggu akhir nya minta kembali kamar awal dgn minta siar tv segera baik aroma kamar mandi kurang sedap awal klw sdh pakai bau nya hilang other than that tempat yg nyaman tenang utk istirahat staff nya ramah ada pantry nya yg sedia kan coffee tea minum cereal gratis jam,neg
kamar sempit tembok banyak noda kmr mandi jg kecil krg bersih handuk bau asem ken renang tp kolam jg pas kotor,neut
air panas ada,neg
layan sangat buruk mohon baik,neg
hotel kurang maintenance sprei di ganti jadi nya bau wifi lot kamar rata bau rokok padahal minta no smoking room makan lumayan lah,neg
air panas lancar,neg
bersih kurang debu ada bulu rambut tempat tidur,neg
layan nya kurang baik tempat nya udah oke bagus bersih,neg
free snack sabun shampoo airy gak ac nya bocor air nya keluar dlm ruang moga baik tempat kerja hak buat konsumen,pos
kamar bersih lengkap mandi hanya kamar terlalu sempit tidak wangi,neg
baik air panas ga nyala sisa bagus,pos
wifinya gak sampek kamar lampu tidur rusak di baik lg ac kurang dingin n sarap cuma roti teh aja,neg
pegawai kurang ramah kurang informatif kerja kurang baik kamar sulit sholat,neg
kamar bagus rapi bersih nyaman lah pokok cuma air panas lama keluar overall bagus lah,pos
kali pindah kamar kamar pertama toilet tdk guna closet bocor kamar dua ac dingin lalu pindah kamar tiga awal toilet tdk keluar air harus tunggu jam baru keluar air,neg
kamar nyamanbersih lobby tempat parkir perlu baik,pos
salur channel tv baik wifinya lambat,pos
ada wifi tv dapat nyala karena kabel antena putus ac nya lama dingin din,neg
layan kurang baik linen kotor,neg
kamar bagus karyawan ramah satu hanya waktu sarap pukul wita siap baru bikinpayah andai kalau aku turun kamar mungkin di ain lain good,neg
kamar besar bersihh layan ramah harga yg dberikan sngt memuaskn lihat kamar lengkap tp akses kamar yg jauh dbelakang sih aroma nya kurang suka over all keren hrusnya ga smurah klo ga pke airy room top deh ga kecewa,neg
sangat kecewa hotel bad image bersih kurang berisik,neg
tugas ramah,neg
layan sangat kurang utama bagi receptionist tanggap malah ngobrol teman sprey handuk kotor serba beranta baru kali saya inap airy yg kecewa padahal airy kota bagus,neg
harga murah layan baik ramah lokasi masuk gang kampung warga tp cari google map kamar bersih rapi cukup luas fasilitas tv mantap ac kurang dingin snack air lengkap mandi sabun odol sikat handuk tp kecil air lancar tp bau mungkin krn air sumur bor lokasi dekat sungai,neg
kamar bau furniture sdh sangat tua,neut
check in lama ruang kamar kurang bersih da toilet terwat shower bisa guna,neg
cukup baik hy perlu awat sj d bagi kamar mandi ruang cukup bersih cm nyamuk msh byk,pos
g air panas nya,neut
pesan kamar check in tgl kmr tpi saya dtg jam kamar isi blm siap huni mohon sedia fasilitas heater air panas uminum umumufasilitas standrd room mohon cek ucomplimentary roomnya welcome snack and drink handuk tiap kamar masa kunci kamar mandinguncinya dr luar,neut
kamar lantai g sambung wifi sempet kecoa kamar mandi tpi msih atas jenis pintu yg geser saran lebih baik pilih jenis pintu yg biasa aja biar lebih rapat di kunci layan baik kamar cukup bersih moga depan lebih baik lokasi cukup strategis,pos
suka sama suasana tempat nya cuma sayang sprei nya kurang bersih,neg
acnya sdh tdk layak lagiruangan kamar kurang peneranganselain sdh ckup baik,neg
kata snacknya ganggu jd ga snack tp yg lain bagus kok,pos
kamar bantal empuk tp ac sangat tdk dingintidur ttp mandi keringat,neut
hotel baguspelayanan cukup kurang ac kurang dingin,neg
ac dingin kamar kotor banyak nyamuk air panas nyala tv pajang aja,neg
good kamar enak cuma batre remot tvnya abis jdi tlng lbh perhati lgi fungsi lengkap sisa oke thx,neg
suka nyaman tenang saja kamar mandi sedikit bau buat tidak masalah ttp puas,neg
kamar nyaman sayang wifi nya lot,pos
kamar mandi panas tdk exausfanac tdk rata suhu dingin jendela lihat dr luar krn tdk,neut
ga snack sma alat mandi handuk yg sedia cuma,neut
overall bagus cuma ac kurang dingin,neg
minta tambah handuk ndak hotel kok kurang handuk kyk motel aja trus kalau sen mknan hrs nunggu lama sekali kmr mandi bau pengap kasih sign bersihin kmr gk bersih masak hrs tlp dulu trus advertising yg gk itu,neg
kamar bersih service oke inap sangat nyaman orang bilang cukup murah sesuai budget saja channel tv nya kurang variasi banyak channel tayang islami,neg
ac krg dingin,neut
ac nya tdk adem,neut
wifi top kenceng dekat alunalun merdeka malang dekat tempat ibadat snack bites bagi buat sangat kecewa kamar tidak dibersihin sprei kotor,neg
ac kurang dingin banyak nyamuk,neg
kamar nyaman bersih yg kurang baik hnya air panas sarap but overall baik,neg
fasilitassaya kecewa krn wifi yg tdk akses layan breakfast yg tdk konfirmasi batas wktusehingga tdk saya dapat krn layan sampai jam,neut
ac rusak panas toilet rusak,neut
biasa kamar terlalu luas bersih kurang laci puntung abu rokok,neg
lokasi strategis tp fasilitas kurang ac dingin bocor air panas fungsi lama hari inap kamar pernah d sih kecewa,neg
biasa klu nginap airy sedia dlm kemas lengkapkebuthn mckdi hotel sisir tdk adaac normal ruang panaas kunci pintu tdk kasi hal sdh deposit jadi klau saya kluar kembali k hotel petugs yg buka pintu tdk profesionaltlg utk baik trima,neg
cukup nyaman tapiruangannya terlalu kecil ada jendela kamar mandi bau air panas asa,neg
inap full satu hari krna beberapa bantal yg sedia layak keras wrna bantal coklat ukur kecil ac perlu cek lg krn bunyi keras didlm ruang suhu sdh asa dingin cat tembok kmr mandi perlu baik lg krna byk yg kelupas air panas lama keluar kira selbh br kluar,neg
air panas adasarapan tidak,neg
umum baik sisa kurang wifi baik,neg
pertama masuk sprei bau minyak anginmungkin yg baru check outtapi segera ganti diberitauoh iyaair panas ga gitu fungsitapi tempat tenang nyamanthanks,neg
agak singgung padahal waktu checkout jam belum barang udah dikeluarin,neut
kamar bersih rapitapi sayang hot water nya fungsi suasana gelap sepi,neut
sangat buruk sama sekali jauh beda tampil apps kamar lihat kumuh wc yg awat kamar yg terlalu tua,neg
air buat mandikecil bgt awat bersih sptnya minim bangetseadanya maintenance property nya payah,neut
kamar nyaman kurang bersih hawa pengap kamar mandi sekitar kamar banyak liar kecoa kecil acnya dingin asa tidak pakai ac jadi,neg
kamar bau selimut handuk kusam staffnya gak ramah kamar tdk sesuai ekspektasi sempit pengap breakfast kayak makan kucing jd cari sarap luar harga segitu gak worth it,neut
kamar mandi kurang bersih ada fasilitas sabun shampoo dr airy nya,neg
kumuh kotor kurang awat,neg
ada sinyal hp dalam kamar ke depan parkir wifi mungkin perlu maintenance tidak connect lebih aman terima kasih,neg
ga wifi kamar lampu kamar gelap wat kecil kamar lokasi paling ujung wc kotor mampet ada air panas beberapa fasilitas wc tak fungsi handuk kotor very bad,neg
televisi dingin ruang fungsi baik kurang rasa nyaman costumer inap moga depan lebih baik,neg
lumayan shock pas masuk kamar mandi bersih syukur resepsionistnya terima keluh dan cepat tanggap ganti kamar lain saran layan house keepingnya lbh tingkat dlm jaga bersih kamar kamar mandisehingga tamu betah u balik over all mksh airy,neg
bagus tpi wifi dapat d guna,neg
kondisi kamar sapu kolong kasur banyak sampah kloset kotor bekas pipis ga siram jorok belum tamu cek in periksa dulu kamar yg lain,neut
mantap tolong lebih jaga bersih yah,pos
sayang kamar mandi bau,neut
hampir sempurna fasilitas hotel semi appartement cm alias tv jelek lain view meja kerja dapur mini kamar mandi bgt kasur nyaman bersih handuk harum bersih,neg
kamar bagus nyamuk lumayan banyak beberapa sawang atap kamar kasur kamar mandi air panas nunggu beberapa menit dulu baru panas wastafel bocor breakfast menu sederhana enak btw terimakasih snack alat mandi overall and worth it moga makin banyak promo airy,pos
seprenya kurang bersih sarap kurang baik,neg
remote ac mulai rusak,neut
kanarnya oke fasilitas sama makanya oke kloset kamar mandi nya selalu kotor,neut
lantai banyak debu handuk kecil sarap sesuai dinformasikan,neg
nomer telpon susah d hubung g jaga,neut
tv nya macet mulu siar wifi bagus banget,pos
kamar mandi bau kasur kurang bersih lokasi strategis dekat farmhouse,neg
jaring tvnya kurang jernih semua bagus nyaman,neg
bagus kurang bersih,neg
wifinya ga guna over all oke,neut
layan fasilitas big no kamar ada keset flapon kaya rembes air gitu udh lumut bau apek ac kurang dingin buang air kamar mandi mampet gak rekomend lah pokok,neg
ac kamar kurang dingin,neg
sedih wifi sama tv gak terus kamar mandi kurang bersih cuma harga segitu udah baik lah,neg
lumayanlahtapi gak dpt snack sama toilet kit,neut
cs ga ramah tv kabel air panas sering make airy room cuman yg parkir bayar rb tiap keluar,neut
kamar debu fasilitas air panas lantai tdak telfon tdak tp staf nya sangat ramah,neut
ac tdk kerja dg baik sy bhkn upgrade suite room ruang tetap tdk dingin buat sy tdk istirahat,pos
wifi sampai dalam kamar,neg
sy inap n jatah snack lengkap mandi sabun di ikan hari pertama c in utkbkebersihan sarap,neg
salah satu lampu hidup bersih kurang utama kamar mandi lokasi kamar pencil kurang sesuai gambar,neg
layan ramah yg kurang air panas kamar mandi ada wifi dapat hubung cahaya terlalu minim saya,neg
kurang bersih,neg
kamar pengap kamar mandi kotor bagi pojok wastafel ubin bawah pintu kamar mandi kondisi macab kamar dekat pintu safety dapat air hangat pas checkin kondisi hujanwelcome drink makan breakfast tahu isi bau,neg
bangun baru bersih ga jauh dr jalan utamaperlu harum buat toilet tq,neut
ac mati hidup kalau nyala suara ac nya berisik,neut
cek in lancar ac nya dingin,neg
tdk shower air panas tv tabung kamar kotor debu bau rokok kolam renang kotor kamar mandi model jaman old,neut
hotel sempit ac nya panas listrik tatau mati jadi mau gamau ganti kamar,neut
kamar cepat koneksi wifinya buruk depan pintu baru bagus,neg
kamar mandi nya tdk wangi ada air panas nya shower awal nya ac kurang dingin,neg
selimut bau apek kamar nyamuk suasana kamar kurang terang kamar mandi bersih kamar cukup luas terima kasih airy,neg
ac nya per menit mati alhasil tidak nyenyak tidur krn jagain ac tetap on spy anak istri tidur kamar mandi nya rem gitu aja think again lah,neg
sangat puas fasilitas kamar beri cuman ac nya sering bunyi ganggu istirahat but over all its good sarap oke,neut
kamar ruang tamu cukup luas lokasi sangat strategis bersih yg hrs tingkat,neg
ada sedia air minum snack yg hotel airy yg biasa kunjung siap,neg
panas air bs dpake siang n sore ajapg ma malam air dingin,neut
sampah huni belum bersih kamar mandi becek staff inap responsif saya butuh bantu turun kendara hujan deras deposit nominal lebih besar biaya inap atas jam sulit ke kamar pintu utama kunci sistem checkin lama parkir batas,neg
kamar bersih rapih semua enak parkir enak tempat tidur nyaman ac dingin air hangat lancar tv besar kurang cuma handuk selimut sedia,neg
layan dr sekurity gak baik air kmr mandi bau,pos
sprei kurang bersih,neg
sempat kasih handuk kotor wifi kamar jangan ngomong ada wifi,neg
bersih selimut kamar perlu perhati overall not bad,neut
berisik suara luar or kamar belah dengar jelas kamar mandi nya kotor corak,neut
kamar kotor shower kamar mandi rusak layan ramah tidak recommended inap lanjut,neg
kamar lumayan kamar mandi aduuhhhh tempat strategis ac nggk asa,neg
layan kurang cepat air hangat nya berfungsiselebihnya sesuai sop,neg
mohon maaf layan kurang muas awal gak sebut tarif parkir inap tpi nyata kamar ada gantung sinyal wifii naek turun,neg
kurang baguskamar nya sempitkamar mandi y jg kurang bersihmenu breakfast y jg standar az,neg
lokasi mudah cari lumayan bersih cuma sprei bantal ga standar airy pake sprei coklat biasa dapet kamar lt pojok wifi susah nyangkut kalo dar tidur malam sih oke,neg
shower rusak tempat gantung baju kamar mandi baik jgn samping wc selimut byk bekas noda lebih oke lah,pos
maf br ksh ulas coz br buka airy lg tuk kamar asli nyaman bangt mgkn lemari perlu rajin d sih tdk debu tuk yg d luar ruangansmoga bs lbh rapih ga klihatan sangat brantakan d stiap lantai yg sambut sangat ramahpertahankan perfomance nya yaachhgood luck thank you,neg
sprei selimut penuh bercak jelas handuk bau,neut
privasi sangat minim suara kamar tetangga aula utama salur tv nikmat lantar tv bayang siap kaki yang sehat naik lantai kamar airy hotel tidak milik lift,neg
kamar debu bangeet trus pintu gabisa kunci dalem panik kl tbtb yang masuk kamar mandi kloset jg kotor liat ga pernah sapu pel,neut
harga sahabat cuma biasa kamar airy pasti beri room yg kurang strategis beri room basement betul wifi hotel error room dibasement hp cuma nangkap signal g lelet lah cerita inti kamar airy selalu ditiriin,neg
kesiap sigap staf perlu tingkat tamu baru tiba semua fasilitas ada tamu tunggu berjamjam kondisi lelah benar nyaman,neg
karyawannya friendly kost nya cukup dekat dg jalan raya transportasi mudah utk pergi tapi utk kamar bersih bantal guling yg bau di lemari bersih,neg
lantai hotel sinyal sama sekali pake kartu operator yg beda wifi hotel tidak jangkau lantai shower kamar mandi rusak kamar kurang bersih ada puntung rokok sela kamar tidur dinding,neg
ac nya kurang dingin laman traveloka gambar kamar mandi bathup nya pas check in sedia bathup,neg
layan ramah tirai kamar mandi selimut kurang bersih,neg
pesan kamar orang amenitiesnya sedia untuk orang wifi jalan sedia minum ringan tidak jelas free tidak kira free nyata bayar,neg
wifi tdk thanks,neut
baik jam operasional kita plng malam sangat cepat pintu gerbang udah tutup masih jam kurang,neg
kamar double no view gak sesuai dgn yg gambar air panas gak fungsi,neut
hotel unik bersih layan bagus sayang nya pas malam kami inap banyak sekali nyamuk susah tidur,pos
channel televisi kosong antenna nya kurang bagus gambar sangat jelek saran utk pasang tv cable ajainformasi deposit kurang jelas kalau utk ambil nenyertakan bon awal bilang serah kunci deposit kembali,neg
lumayantp u bersih kamar mandi msh kurangspt tdk awat,neg
ac wifi kamar sering error,neut
oke lah gak bosen kok cuma kamar sumpek gak ventilasi exos,neut
kamar oke tapi ac kurang dingin breakfast nya sederhana nikmat blower kamar mandi gag fungsi overall semua okeyy lahh,neg
tempat ramai tidak susah cari minimarket ada indomaret alfa akses pinggir jalan customer servicenya ramah sekali cuma acnya pas subuh tibatiba kurang dingin harga fasilitas good,neg
ac kurang dingin kamar model lama,neg
shower mati deh receptionisep kurang senyum,neg
kamar tepat belah rel ka hotel seluruh sd sarap sdh baikmemuaskan kamar lumayan kecewa handuk kapstok alas kaki depan kamar mandi tissue toilet kudu dimintatdk sedia hari dua tidak dapat snack free alat mandi airy,neg
tambah guling water heater mati kasih kue makasih,neut
ukur kamar kecil cukup lah wifi betul rusak sinyal sangat susah krn kamar lantai bawah bersih baik ac dingin tv n fungsi selimut handuk snack air mineral sedia layan bapak kosnya cukup baik helpful,pos
lokasi ada tempat yg jauh dr bising kota bangun lama view bagus kolam renang viewnya gunung salak tp kolam kotor kamar terang sangat kurang remangremang kasur keras channel tv gambar jelek ac dingin air panas fungsi wc bagus overall sesuai harga yg terlalu mahal,neg
layan kurang ramah jaga yg cewek jutek judes ga mau senyum kalo kamar sih muas sekali cuma layan aja yg kurang,neg
payah ga air minum yg ain kamar snacknya tidak sesuai tulis,neg
kamar mandi bagus tp air panas ngga kamar tidur kasur ngga enak bgt per nya udh rusakkaki kasur copot lantai pada bopeng wifinya ngga connect,pos
layan kecewa,neut
sesuai gambar tampil foto semua fasilitas tua wc kotor,neg
kamar standard oke dekat bandara wifi bisa,neg
rumah jadi penginapanudah gitu pas mau masuk pagar ny gak yg bukakecewa besar buat airy,neut
ac nya kurang dingin,neg
tempat yg nyaman tenang istirahattp ac nya kurang dinginsemoga perhati,neg
lebih bersih yaa,neut
fasilitas lengkap sarap enak saja air panas nyala,neg
air panas kamar mandi ga nyala udh lapor bbrapa kali tp ga direspon resepsionis kurang ramah kes cuek bersih bagus,neg
pandang bagus kurang ada panas air kamar mandi jadi yg bawa bayi sepertivsaya aga sulit karna air sana terlalu dingin bayi,neg
wifi lot ada air panas kamar mandi kurang bersih,neg
cek in kamar blm siap handuk lengkap mandi ada water heater ada fasilitas hotel lain cukup,neg
tempat sederhana cukup bersih klau malam banyak suara jaangkrik kambing suasana desa mobil langsung parkir depan kamar air lancar air panas kamar mandi agaak baudr salur air,neg
reception room servis baik kamar kurang bersih bau handuk lama bau,neg
